है,,,,,,,,,
है,,,,,,,,,
है,,पेन,,,,,,,
जो,,,पेय,,,,,,
जो,,,चंद्र,रील,,,,,
जो,,,,,वज्र,,,,
जो,,,,,गप्प,,,,
जब,,गुण,,,,उफ्फ,,,
माँ,,,,,,,,छाछ,
,छा,,,,फ़्रिज,सुस्त,,फ़ार्म्स,
,,,,डोल,फ़्लैट,,,,
,,,,,,,,,
सब,,,,,,,,,
सब,शान,,नित,,,,,,
,,,,,,पिट,,फाँस,
आ,,,ऐ,,,,,ख़स,
आ,अंग,,,,,,,,
आ,,,,,पार्थ,,,,
आ,,,,,,,द्रव,,
आ,,,,,,,,छिः,
आ,,,,,आय,खिच,,फ़ोर्ड,
,वृद्ध,,,,,,,,
,,,,,,,,,
,,,घात,,,,,,
उस,मी,,सुर,बुझ,,,,,
उस,,,,,,,,,
जी,,,,चक,,,,,
,,वर,,,,,,वौं,
,,,,चख,,,,,
जी,,,,ट्रंक,,,,,
जी,,,भौंह,,,,सत्,,
जी,,,,खिंच,चित्त,,,,
जा,,,,,,,,,
जा,,,,,पार्ट,,,,
,,,,,दुह,,,,
दो,,,घाट,,,,,,
,,,,,,,,,
,,,,,,,,,
,पक्ष,वक़्त,,,चुग,,,,
,मी,,,,,,,,
,,,,रच,,,,,
राम,नल,,,,,,,,
बाद,,,हिंद,,,,,,
आप,,,,,,,देष,,
ले,,,,पीट,,,,,
ले,,,,ख़त्म,,,,,
ले,,,,डोल,,,,,
ले,,,,खाक,ओय,,,,
,,,,,,,,,
ओर,,,,,,,,,
,,,शेड,,,,,,
ओर,,,,,,,,,
,मी,,,,,,,,
,,,,,,,,,
,,,,,,,,,
काम,,,श्याम,,राष्ट्र,,,,
,,,,,,छौंक,,,
,गुड़,,,ताक,,,,,
पेड़,,,,,,,,,
,,,,,जंग,छोह,,,
,व्यूह,,,,,,,,
,,,,ठप,,,,छन,
,,,,,,,,,
,,,,,,,,,
,,,,,कुंभ,,,,
हाथ,,,,,,,,,
या,,,,,फ्राप,,,,
,,,,टोप,,,,,
या,,किन,,,,,,,
आज,,,होल,,,,,,
,ताल,यू,,,,,,फर्स्ट,
,,,,मांड्,,,,,
,,,,,,,,,
ये,,,,,,,,,
,,ढाल,,,,,,,
,,,दाद,,,,,,
,,,,,,,,,
,,,,,,,,,
बार,,,,,,,,,
बार,पार्टी,,फर्श,,,,,,
लोग,,,,,,,,फ़र्स्ट,
,वृद्ध,,,,,,,फ़र्न,
,,,,,,,,,
,शुभ,,फ़िक्र,,,,,,
,,,,,,,,,
क्यों,,गिन,,,,,,,
,मी,यू,,,,,,,
,,,,पीस,,,,,
,,,,,,,,फ़र,
मन,,,,,,ऊंघ,,,
,,,,आक़िफ,,,,,
,,,फांद,,,,,,
,,झूल,,,,,,,
तब,,,,,,,,,
दी,,,,,,,,,
रंग,,झूल,,,,,,,
रंग,बर्फ,,,,,एट,,,
रंग,,,,,,छुट,,,
,नल,,,,,,,,
,,,,टोक,,,,शॉल,
,,आन,,,,,,,
,,,,,,,,,
दे,,,,टॉर्च,,खाँस,,,
दे,,,,,,,,,
नाम,,,गोश्त,,,,,ज़ू,
हर,,,,,,,,,
दे,,,,,,,,,
,,,,,,,,,
,क्षण,,,,,,,,
,द्वार,,,,,,,,
,कांप,हं,,माघ,,,,,
हां,,,बैंच,,,,अंब,,
,ढंग,करी,,,,,,,
,,,,,किंग,ग्रंथ,,,
,,,,क्रॉस,,,,,
सी,,,,,,,,,
,,,,टर,,,,,
सी,,,,,,,,,
,,यू,,,,,,,
,,,,,,पेल,,,
सी,,,,,,,,,
,जाग,,,,,,,,
,,,,,,,,,
थीं,,,,जिस्म,,,,ज़िप,
देख,,,,,,बंट,,,
देख,,,कैंप,,,,,,
दूर,,,,,,,,,
ठीक,खींच,,,,,,सररर,,
ठीक,,,,,,,,,
,हल,,,,,,,,
,,,,सान,,,,,
,,,,,,,,,
,,आन,,,,,,,
,,,सूंड,,रेंग,,,,
,,,,गैर,,,,,
,,सेर,,,,,,,
,,,,,,खोज़,,,
,,,,,,जाक,,,
,,,,,,,,,
,,ख़ुश,,,,,,,
,,,,,,,,,
,,,,सांध,,,,,
रात,,,,,,,,,
,,,,,,,,,
,,,,पट,,खोंस,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,ज़िद,,,,,,
,,,,साध्य,रिज,,,,
,,सेर,,,,,,,
,,,,,,,,,
शेर,,,,,,,,,
शेर,,,,ब्याज,,,,,
बस,,,,,,,,ज़ोन,
बस,न्यौत,,,,,,,,
,,,,,,,,,
,,,,,चेत,,,,
,,,,ब्रुश,,,,,
वो,,,,,,,,कुश,
वो,,,,जूस,,खौल,,,
वो,,हं,,,,,,,
सा,,,,,,,,,
सा,,,मस,,,,,,
,,,ढ़ेर,,चाप,,,,
,,मूस,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
गाँव,,,ऊश,,,,,,
,,,,बौद्ध,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,हल,,खाद,,,,,,
,,,,,,,,,
,,गिन,,,,,,,
,,,टस,बॉल,,,,,
,खींच,,,,पर्त,,सप,,
,जोड़,,,,,,,,
,,,,,,,,,
,,,इंच,,रिस,,,,
,जाल,,,,,,,,
युद्ध,,,,,,,,,
खेल,,,,,,,,,
,खींच,ख़ुश,,,,,,,
,,,,,,फक,,,
खेल,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,जाग,ढाल,,बाम,,,,,
भर,,,सिख,,,,,,
भर,गूंज,हं,,,,,,,
भर,,खाद्य,,,,,,,
,,,स्वर्ण,,,,,,
,,,,,,,,,
,कांव,,,,,,,,
मुँह,,,क्लिंग,,,,,,
,,,मूंग,,,,,,
,,,,,,,,,
,,,,,,फस,धत,उ़फ,
,,,,,,,,,
,,,,,,,,,
,दुःख,,,,छड़,,,,
चल,,,,,,,,,
चल,,,,,फर्र,,,,
चल,,,,,छम,,,,
इन,,,,,वी,,,,
,चीज,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,बाड़,,,,,
,,,,,,,,बार्स,
देर,स्नेह,,,,,,,,
देर,,व्यक्त,,यूल,,,,,
बीच,,,,,,,,,
देर,,,,आकुल,पोंछ,,,,
,,,,,,,,,
लाल,बेच,,,,,फ़ेंक,,,
लाल,,,,,,,,,
लाल,,,,,,,,,
सिर,,,,,,,,,
,,,,,पाक,,,,
,,,,,,,,,
बाल,,,,,,,,,
लो,,,टांड,,,,,,
उन,,,,,,,,,
,,,,,,,,,
,,,,गूँध,दस्त,,,डफ,
,,,,,,,,,
,गूंज,,,,,,,,
,,,,कौ,काक,,,,
,ला,,,,,,,,
,,,,,,,,,
,फूट,,,,,,,,
,,क्यूं,,,,,,जाम,
,फूट,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,किड़,,,,
,,,,,,,,,
,,ठान,तोंद,,,,,,
बन,,,,,,,,,
बन,भीड़,,घुर्र,,,,,,
,,,,,,,,,
मिल,,,,,प्रेत,,हम्ब,,
मिल,,,,,,,,,
,,,,,,,,,
,,,लेंस,,,कूट,हम्म्म्म,,
,,,,,,,,जिद,
,,,,,,,मूंह,,
,,,,,,,,,
,,,,जांप,,,,,
मिल,,,,,,कोस,,,
,,,पोंख,,,,,,
खूब,,,राव,,,,,जिंग,
खूब,ला,ठक,स्तब्ध,,,,,,
,,ठन,,,,,,,
,,,,,,दूट,,,
तीन,,वैर,,भद्द,,,,,
खुश,,,,,,,,,
खुश,,,,,,,,,
,,,,झाग,,,,,
,,नव,,,,,,,
,,घिर,सिख,,,,,,
,,,,,,,,,
फूल,,,,,,,,,
फूल,,,,,,,,,
फूल,पद,,,,,,,,
,,,,,,,,,
लग,ला,,,,,,,,
,ला,,,,,,,,
,,,रास,,,,,,
,बेच,,ज्वर,,,,,,
,,,,,,,,कंद,
याद,,,क्रस्ट,,हिम,दिय,,,
,,,,,,,,,
,,,,,,,,,
,,,आड़,,,,,,
,,,,,,,,जाद,
,,,,,,,,,
,,,,,,,,,
,,,,झम,,दह,,,
,,,पर्व,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,सब्र,,,,,,
रह,,,,,,,,,
रह,,,,,,,नाह,,
,,,,,,,,,
रह,फूट,,,,,,,,
कर्ण,,,ख्याल,,,,,,
,बेच,,,,,,,,
,,,,,,,,,
कर्ण,,,,,,,,,
,,,,,,,,,
डर,,,,,,,,,
डर,,,,,,,,,
,,,,टक,,,,,
,,,,,,,,,
,,भून,शार्क,,,,,,
,,,,,,,,,
,,,,,,,,,
,गाल,रूक,,,ओम,,,,
ना,,,,,,,,,
,,,घोल,पड,,,,,
,,,,मद,,,,,
ना,,डम,गिद्ध,टन्न,,,,,
ना,,,,,,,,,
,,,पैन,,,,,,
,,,राज़,,,,,,
,,,,क्रीज़,श्श,,,,
हाँ,नष्ट,,,,,,,,
,,,चंद,,,,,,
भाग,,,,,,,,,
,,,,,,,,,
भाग,,,,,,,,,
,,,,,,,,,
भाग,,,,,,,,,
,,,,,,,,,
,,,,स्क्रीन,,,,,
,,शाब,,पोंछ,,,,,
मत,,,टांक,,,,,,
,गुप्त,,,,,,,अहं,
,,,भौंक,,,,,,
,मिर्च,,,,,,,,
मत,,,,,,,,,
,,,,,,,,,
रूप,,,,,,,,,
,,,,,,,,,
,जेब,,बिछ,भा,,,,,
चार,मूर्ख,,झांक,,,,,,
,,,,,,,,,
,,,,,,,,,
,,कूच,,,,,,,
,,,,कोक,,,,डांक,
,चीख,,,,,,,,
,,वैर,गुँध,,,क्यो,,,
,,,,,गण,,,,
पुत्र,,,,,,,,,
,,खैर,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,मे़ज,,
,,,,,,,,,
,,ईंट,,,,,,,
,,फाड़,,,,,,,
खा,,,,,,,,,
,,,,,,,,,
खा,,,,,,,,,
खा,राय,,,,,,,,
,,,,भस्म,,,,,
खा,,,उफ,,,कौंध,,,
ज़ोर,,,तें,पण,बा,,,,
ज़ोर,,,दुआ,,,,,,
गेंद,,,पैन,,,,करैं,,
गेंद,,,,,,,,,
,,,,,,,,,
पांच,,,,,,,,,
,,,,,,,,,
,चीख,,,,,,,,
सो,गंध,,,,,छट,,,
सो,,,,,,,,,
सो,,,,,,,,,
सो,,,एबी,जोंग,,,,,
,,ठन,,,,,नीच,,
,छोर,,,,,,,,
,,,,,,उ़ड,,,
गिर,,,थू,नम्र,,,,,
,,,,,,,,,
हँस,,,घुर्र,,,,,,
,,,,,,,,,
गिर,,,,,,,,,
,,,खिन्न,कोय,,,घोट,डांग,
,,,पौध,,,,,,
,,,गाएं,सार,,,,,
,,रूक,,,,,,,
,,नोक,,,,,,,
दूध,,,,,,,,,
,,,,,पूं,,,,
,,,,,,,खाय,,
दूध,,,,,,,,,
,,,,भेष,,,,,
,,,,भेल,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
बंद,,,,,,,,,
,,,चूस,,गत,,,,
,,,,,,,,,
कह,,,,,,,,,
,,,,कोन,पुट,,,,
,,,,,,,,,
,,,,,चीख़,,,,
पेट,,,जम,,कुढ़,,,,
साल,,,,नर,,,हर्ज,,
,,,,ग्रीष्म,,,मेंज़,,
,,,,सुर्र,,,,,
,,,,,,,,,
,,वृत्त,,वोह,,हस,,,
देश,कार्ड,,घोल,शं,,,,,
,,,,,,,,,
,,,,,जप,,,,
,,,,,,,,,
,,,,टोक,,,,,
,धुन,,,,,,,,
,,,जोत,,,,,,
,शू,,,,,,,,
,,नव,,,,,,,
,,,,,,,,,
,जार,,,,एव,,,,
,,,,,,,,,
,,,,,,,,,
,,किट,,,,,,,
पूंछ,,,,,,,,,
,,,,,,,,पेल,
पूंछ,,,,ठूँस,,,ढील,,
,,,,,,,,,
,,,छान,,,,,,
चुक,,ऊब,दाईं,,,,,,
दस,,,,,,,,,
,छाप,,,,,हेै,,,
,,,,,,कोंच,,,
,,,इक,,,,,,
जान,,,,,,,,,
जान,,,,,बाध्य,धा,,,
जान,,,,,,,घूंट,,
तू,चोर,,,,लुट,,,,
,,,,,लद,,,,
,,,,,,,,,
,,,,,,,,,
तू,,हॉर्न,,,,,,,
,शू,ऊब,,बक,,,,,
तू,,,,,,,,,
रख,,,,ठग,,,,,
,,,,,छिः,,,,
,,,,,,,,,
,,,छोड,,घुप,,,,
रख,,,घट,,,,,,
,स्लेट,,,,,,,,
पार,,कस,,,,,,,
पार,,,,,,,,,
पार,,,,,,मींच,,,
,,,,,,,,,
,,,,,,,,,
,,,घट,,,,,,
,,,,,,,,,
पैर,ग्राम,,,,,,,,
,गर्व,,झेल,,,,,,
,मांग,,,,,,,,
,,चढ़े,,,ध्या,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,सूद,,
,,कद,,,,,,,
कथा,,,मिट,,,,ग्वाल,,
नींद,,,,,,,सूझ,,
,,डोर,,मूंद,,,,,
,,,,,,,,,
कल,,,,,,,,टीप,
कल,जार,,,,,,,बाज,
,,,,बाज़,,,,खल,
छोड़,,बाय,,,,,ग्लेन,,
,,,,,,,,,
,,,ढो,,,,,,
,,,,मांज,,,,बाग़,
वन,,,,,,,सूंस,,
,,,,,,,,,
राज्य,,कस,,,,,,,
,,,,,,,,,
,,,,,,डिग,,,
वन,,पेड,,दाग,,,,,
रथ,,,,,,,,,
,काश,,,,,,,,
,,टिप,,मीच,लॉक,,,,
,,,,,,,,,
गोल,,,,,,,,,
,सींग,,,,,,,,
गोल,,जून,,,,,,डरन,
,वंश,,,,,,,,
,धुन,,,,,,,,
उड़,,,नो,,,,,,
,,,,,,,,,
उड़,,,,,,,,,
उड़,,,,,,,,,
,,,चूम,,,,,,
हे,,,,,,,ढोर,,
,,,,,,,,,
हे,,फ़र्श,,,,,,,
हे,,,,,,,,,
,,,,बेठ,,,,,
सोच,,,साद,,,डस,,,
सोच,,,,,,,,,
हे,घेर,धड़,,,,,,,
वर्ष,,,,,,,नांद,,
,,,घोल,,,,सेज,,
साँस,,,,,,,,,
,,,,,,,,,
आम,मांग,,,,,,,,
लौट,छाप,,,,,,,,
आम,माल,,,लूट,,,,,
लौट,प्लेट,,,,,,सॅक,,
,,,,,,,,,
,कण,,,,,,,ज़ंग,
मित्र,,,,,,,,,
,,,चुभ,चूर्ण,,,,,
,ब्रश,,,,,,,,
,,,,,,,,,
,,,बीन,,,,,,
,,,,,,,,,
,,,,,,,,,
खुद,,,घट,पोत,,मथ,,,
चित्र,,,प्रातः,,,,,,
खुद,,,,,,,,,
,ट्रक,,,,,,,,
,शू,बिन,कू,,,,,,
नाक,,,,,,,,,
,,पढ़ी,,,,,,,
,,,,,,,,,
,,बहस,नो,,,,,,
,,,,,,,,,
,,,,,,,,,
,सूख,,,लूट,,,,,
,,,मूल्य,,,,सुत,,
,,,,,,कर्र,,,
,,,,,,,,,
,फट,,,,,,,उाफ,
,,,,फुर,,,,,
,,,,,,,,,
चीज़,,,मा,,,,,,
भीम,,,,वोह,,,,,
,,,कू,,,,,,
,,,,,,,,,
,,,,,,,ग्रीक,,
,,कड़ी,मै,फ़ास्ट,,,,,
पड़,,,,,,,,,
पड़,,,,,,,ग्रेस,,
,,,,,,,,,
डाल,,,,,,,,उड,
डाल,,बैज,क्रुद्ध,,,,,,
पड़,,,,,,,,,
,,,,,,,,,
क्रोध,,,,,,,,,
दें,,,,,,गूं,,,
,,,,,,,,,
,,,,लांघ,,,,,
,,,राज़,,,,,,
,,,,,,,,,
,,,,,,,,,
वीर,ढोल,,,,,,,,
,,,,,,,,,
रोज़,,,,,,,,ब़र्फ,
रोज़,,,,,,,,,
अंत,,,बीन,,अर,,,,
,हर्ष,फेर,,,मल,,,,
रोज़,,,,,,,,,
वीर,,,,,,,,,
अंत,,,छे,,,,,,
,ढोल,,नो,,,,,,
,,,प्रातः,,,हूप,,,
शाम,,,,,,,,,
,फट,भीग,,जुड़,,,,,
,,,,,,,,,
खेत,,,,,,ढ़क,,,
हाल,,,,,,ढप,,,
,,,,भाल,,,,,
कान,,,,,,हुं,,,
चांद,,,,,,,,,
,,कूच,,,,,,,
चाय,,,,,,,,,
,,,वर्ण,,,,,,
,फट,,पौं,भाल,,,,,
,,,,भो,बेध,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,त,हिं,स्टाफ,,
,,,,,,,स्क्रिप्ट,ड्रेस,
गये,,आंच,,शं,,,,,
,,,,,,,घन,,
,बांट,,,,,,,,
,,,,,,,,,
,,,,,,,,,
घास,,,,,,,,,
,,,,,,,,,
,,,,,,रिस,,,
फल,झूम,,क्रुद्ध,,,तप,,,
फल,झूम,,,बूट,बूझ,,,,
,,रण,,,,,,,
मार,,,,,,,,,
मार,,,,,,,,,
,,,कू,,,,,,
,,सन्,,,,ढा,,,
,,,,बक,,,,,
आग,इम्मा,,,,,,,,
,,,नित,,,,,,
,,,,,हास्य,,,,
आग,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,बेठी,,,,
हों,,ख़ास,,जुड़,लाश,,,,
,तिल,,,,,,,चर्र,
,बैंक,रट,गिद्ध,,,,,,
पंख,,,,,,,,,
,,,,,,,,,
,सूख,,,,,,,,
,,,तें,,,,,,
,कष्ट,,भैं,,,,,पय,
,,,,,कु,,,,
सच,बेल,,चुस्त,,,,,,
सच,,,,जात,,,,,
,,,,,,डुल,,,
प्यार,,,,,,,,,
,,,नर्म,,,,,पफ्फ,
,,झील,,,सद्यः,,,,
,,फेर,,,,,स्त्रोत,,
सिंह,,भीग,,बैर,,,,,
,हर्ष,,,,,,,,
,,,,,हँस,,,,
,बांट,भीग,,,,,,,
,झूम,,थू,,,,,,
,,,,,,,,,
,,,,,ढंक,,,,
,शक,,,,,,,,
,,,,,,,,,
,,कस,,,,,,,
,,भोज,,,,,सॉ,,
,,,,,,,,,
,,,प्रातः,,,,,,
,,,,,,,,चप,
,,,,,,,,,
हाँ,,,,,,,,,
,चैन,,मॉं,,,,,चन,
वाह,,खंड,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,स्तब्ध,,,,सैट,,
,बेल,पिन,,,,,,,
,,,,,,,,,
धूप,फट,,,हय,,,,,
,,,छान,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,कैद,,सुर,,,,,,
,ब्याह,,,,,,,,
कब,,,,,,,,,
,,,,,बुत,,,,
,,,,,,यूँ,,,
,,,,,,,,,
दौड़,बह,,,सड़,,,,,
,,,,,,,,,
जोर,,,,,,,,,
मान,,,बेर,,,,,,
जोर,,,,,,,,,
मान,,,,थ,,,,,
जोर,,,,,,,,,
मान,,,उफ,झर्र,,बिट्,,,
,,शीत,,धत्,,,,,
,,,,,,,नान,,
,,,,ठप,,,,,
ऊंट,,शीत,,,,,,,
मान,मील,,,,,,,,
ऊंट,,,,,,,,चम,
हंस,,,बेर,,,,,,
हंस,जुट,,बीन,,,,,,
जाएं,,,,,,,,,
,,,,,,,,,
,धम,,,,,कफ़,,,
शोर,,,,,,,नाद,,
,,पक,,,हाँ,झल,,,
,,,,,,,नाथ,इंग,
,,,,सड़,,,,,
,,,दुर्ग,,,,,,
,,,माफ,,,,,,
बढ़,,,,हांक,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,देन,,बिंध,,,
किस,,,,,,,,,
,,म,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
कूद,,,ऑफ़,,,,लीद,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,लीग,,
कूद,,,लुक,,,,,,
,,,,,,,,,
,जुट,मौज,,टल,,,,,
,,,,,,,,,
,,,जूट,,,,,,
,झुंड,,,,माँ,बींध,,,
,,,पाल,,,,,,
,,,,,खेप,,,,
,,,,,,,,,
गाय,,,,थूक,,रौंद,,,
,,,,,,,,,
,,,चिप्स,,छो,,,,
गाय,,,,धत्,,,,,
,,,,,,,,,
,,,,,,,,,
,,वें,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,चीड़,,,,,,
गाय,,,,सट,,,,,
,छुक,,,,,,,,
चान,छुक,,जेन,,,,,,
,,,,,,,,,
,,,,देन,,,,,
जल,,,,,,,,कांठ,
,,,,,,,,,
,,,ब्रेक,,,,,,
,कैट,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,लाद,,,,,,
,,मौज,,,,,,,
,काल,,,,,,,,
,,,,,,कुंज,,,
जल,,जन,लेख,,,,,रेख,
सुन,,,ओट,,,,,,
,,बुध,,,,,,,
,,,,,,,,,
हाँ,,,,,,,,,
सुन,,,,खल,,,,,
सुन,,,,,,,,,
,,,,,,,,,
,झूठ,,,,,,,,
,क्लास,,,,,,,,
खास,,जन,कैच,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,पिर,,,,
,बिट्टू,,,,,,,,
,,,बिंग,,,,तौल,,
,गार,ई,कुंड,,,,,,
बाघ,,,फोड़,छिल,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,गल,,,
,,,,,,,,,
खास,बीप,,,हॉं,,,,,
,,,,चू,,,,,
,,,,,,,,,
,,,शाह,,,,,,
वक्त,,,,,,,तैश,,
,,,,धाक,,,,,
बोल,जांच,ऑफ,,,,,,,
,,,,,,,,,
तेज़,,,,,,,,,
,,,,,,,,,
अन्य,,,,,,,,,
,करण,,,धुल,,,,,
तेज़,,गुम,,,,,,,
बोल,,घूर,द्रव्य,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,श्वेत,,बर,,डोस्ट,
,,,फेन,धुल,,,,,
,बह,,कृप,,,,,,
ओह,,टी,,,,,,,
,,,बीम,,,,,,
,,उड़े,,,,,,,
ओह,,,,,,,,,
,,नाप,,,,,,,
,,चाट,,आत्म,,,,,
स्थान,,,,पट,,,लाग,,
,,,धर,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,अंश,,,,,,
,,,,पाट,,,,,
ओह,,,,,,,,,
,,उड़े,,,,,तोल,,
,,,,,,,,,
,,,,,,भींच,,,
,,,,,,,,,
भूख,बँध,टी,,,,,,,
,,,डग,,,,,,
,हुक्म,,,खिंच,,,,,
,,,,चेत,,,,,
,,,,,,,,,
,,,एंड,,,बद,,,
,,,,,,,,,
,,,,खीझ,,अट,,,
,,,,,,,,,
,,,,चुग,,,,,
प्राप्त,जुट,,दूब,,,,,,
,,,,घिस,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,डट,,,,,
चोंच,,हित,बर्र,,,,,,
सूर्य,जड़,टेक,,,,,,,
,,,बर्न्स,,सर्द,,,,
,,,,खीच,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,अग्र,,,,
,,,,,,गुथ,,,
,,,,सज,,,,,
नाच,लाभ,,,,,,,,
,,,,,,,,,
,,,,,,,थ्रश,,
नाच,,,,,,,,,
,,,,,,,थोड़,,
,लक्ष्य,,,,,,,,
नाच,,,,,,,,,
,,,,,,,,,
,,,,,,भैय,,,
,,,,,,,,नेह,
काट,,,,,,,,,
,चाह,,शौर्य,,,,,,
,,,,,,गुंथ,वट,,
,,,,,फ़्रेंच,,वड,,
,,,,बिक,,,,,
,,,,थूक,,,,,
,धूम,,जश्न,,,,,,
,धूम,,,,पीत,,,,
गीत,,,,,,,,,
,,,,,,,,,
काट,,,बाक,,,,,,
गीत,,,शिव,,,,,,
,,,,,पुष्ट,,,हेल,
,,,गुन,सट,,,,,
,स्त्री,,,,,,,,
,,,,,,गी,,,
काट,वार,,,,,,,,
,शून्य,,,,,,,,
स्वर,लड़,,शुक्ल,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,फोन,,,,,,,,
,धार,,,,,,,,
सर,,,,,,,,,
भूल,बोझ,,,,,,,,
खोल,,तुल,प्याज,बंध,,,,,
,,धँस,प्पी,,,,,,
,,,,,,,,,
,,सूंघ,वाद,,,,,,
भूल,तौर,चिढ़,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,लुट,,,
खोल,,,,,शुद्ध,,,,
,बित्तो,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,विघ्न,पट,,,,,
,,,,पड,,,,,
,,,,,,झोंक,,,
,,,,,,,थाप,,
,,,,,,,,,
,खर,,,,,,,,
,,,,,,,,,
,जूड,उफ़,,,अश,,,,
,,,,,,,,,
,,,छंद,,,,,,
दिल,,,बोध,,,,,,
,,,,क़द,,,,चंग,
उठ,,,,,,,,,
,,,,,,,,,
टूट,,,,,,,,,
टूट,,,,,,,,ढाक,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,हीर,
चुप,,,,,,,थर,,
,मौत,,,,,,,,
,,,,पिय,,धत्त,,,
,,,,,,,,,
,,,,जोह,,उग्र,,घोष,
,,,लौंग,लात,,,,,
,,,,पीट,,,,,
,दान,,कै,,,,,,
,,,,पीस,,,,,
,छांव,,,,,,,हिब,
,,सिल,,,,,,,
खोज,वेश,,,,व्याध्य,,थान,,
